P.s,Item,Condition,Prob-manip,Speaker,statement,response,final,Meaning,Probability
39,27,1,1265,,980,1007,896,Indirect,High
39,28,2,1361,,421,1430,1299,Indirect,Low
40,1,2,2009,696,1992,1480,1012,Indirect,Low
40,2,3,1555,593,2233,1609,1886,Direct,High
40,3,4,3209,265,1236,1597,1634,Direct,Low
40,4,1,3054,270,1314,1906,2050,Indirect,High
40,5,2,1323,333,2568,1064,1300,Indirect,Low
40,6,3,3275,364,1807,1897,1326,Direct,High
40,7,4,2143,271,838,1391,2386,Direct,Low
40,8,1,1508,253,835,1395,1032,Indirect,High
40,9,2,4097,319,991,2075,1924,Indirect,Low
40,10,3,1865,271,2080,1045,1875,Direct,High
40,11,4,2283,945,1450,,211,Direct,Low
40,12,1,1868,246,1502,1565,879,Indirect,High
40,13,2,2757,249,1282,1488,2178,Indirect,Low
40,14,3,1981,369,1383,2127,1221,Direct,High
40,15,4,2342,,,140,1309,Direct,Low
40,16,1,3449,443,1347,2930,2313,Indirect,High
40,17,2,2717,293,1017,2156,1238,Indirect,Low
40,18,3,1705,380,2559,1972,885,Direct,High
40,19,4,133,427,2117,1740,1202,Direct,Low
40,20,1,,,135,2026,1265,Indirect,High
40,21,2,4603,642,2041,2099,1388,Indirect,Low
40,22,3,2245,157,800,1582,499,Direct,High
40,23,4,2802,258,2826,1724,916,Direct,Low
40,24,1,1127,343,1877,2570,915,Indirect,High
40,25,2,1911,218,1918,1639,1695,Indirect,Low
40,26,3,2136,301,2368,2233,2308,Direct,High
40,27,4,3195,307,1450,1469,1998,Direct,Low
40,28,1,2325,357,245,1943,2289,Indirect,High
41,1,1,2591,314,1744,2135,1645,Indirect,High
41,2,2,1154,214,1450,1799,133,Indirect,Low
41,3,3,1208,364,973,,163,Direct,High
41,4,4,1541,230,1580,1091,244,Direct,Low
41,5,1,978,321,493,622,238,Indirect,High
41,6,2,2336,134,1085,1204,493,Indirect,Low
41,7,3,1293,238,1811,2194,599,Direct,High
41,8,4,1663,,398,923,349,Direct,Low
41,9,1,2117,,819,531,1175,Indirect,High
41,10,2,4257,193,628,949,1003,Indirect,Low
41,11,3,991,307,921,586,1489,Direct,High
41,12,4,1958,256,1035,1056,1947,Direct,Low
41,13,1,1169,,349,827,843,Indirect,High
41,14,2,1728,153,1662,2084,1172,Indirect,Low
41,15,3,1638,241,805,1112,620,Direct,High
41,16,4,2413,367,501,998,2699,Direct,Low
41,17,1,651,226,579,926,163,Indirect,High
41,18,2,642,200,841,1399,546,Indirect,Low
41,19,3,1215,203,1156,674,732,Direct,High
41,20,4,2386,289,1202,914,767,Direct,Low
41,21,1,374,254,856,750,543,Indirect,High
41,22,2,758,235,672,1510,524,Indirect,Low
41,23,3,1963,247,242,1430,1715,Direct,High
41,24,4,505,183,752,824,,Direct,Low
41,25,1,902,177,1459,1756,1087,Indirect,High
41,26,2,1435,337,2222,1355,1525,Indirect,Low
41,27,3,2290,168,137,748,891,Direct,High
41,28,4,1426,,,110,1484,Direct,Low
42,1,4,123,525,869,1667,1623,Direct,Low
42,2,1,1307,388,2049,1425,1816,Indirect,High
42,3,2,1369,355,1521,2719,1360,Indirect,Low
42,4,3,2019,586,1611,3275,1576,Direct,High
42,5,4,2221,488,1606,1275,1424,Direct,Low
42,6,1,2840,444,1698,1303,1698,Indirect,High
42,7,2,2177,492,958,1522,2330,Indirect,Low
42,8,3,1426,408,1123,906,1244,Direct,High
42,9,4,2533,641,1149,1942,2194,Direct,Low
42,10,1,1564,553,891,1016,1387,Indirect,High
42,11,2,1396,1263,1731,1868,1788,Indirect,Low
42,12,3,2195,443,1186,1523,1265,Direct,High
42,13,4,2005,534,2095,1851,2543,Direct,Low
42,14,1,1635,649,1792,1867,1682,Indirect,High
42,15,2,1920,597,2054,1932,1656,Indirect,Low
42,16,3,2416,646,1012,2069,2392,Direct,High
42,17,4,2022,781,1622,1636,1322,Direct,Low
42,18,1,1589,292,1082,1351,937,Indirect,High
42,19,2,2344,1087,1988,1336,1449,Indirect,Low
42,20,3,1887,433,1233,,133,Direct,High
42,21,4,1749,1055,1063,1458,1068,Direct,Low
42,22,1,1251,483,1103,1316,1511,Indirect,High
42,23,2,2553,347,201,1632,1574,Indirect,Low
42,24,3,931,415,861,1253,819,Direct,High
42,25,4,1954,446,1143,2177,1881,Direct,Low
42,26,1,1287,618,1574,2457,1718,Indirect,High
42,27,2,2561,708,926,1652,2222,Indirect,Low
42,28,3,1524,303,958,2106,2412,Direct,High
43,1,3,659,87,116,355,483,Direct,High
43,2,4,1250,,658,301,563,Direct,Low
43,3,1,403,,574,1149,911,Indirect,High
43,4,2,1688,,127,299,512,Indirect,Low
43,5,3,613,299,496,160,349,Direct,High
43,6,4,1676,,575,356,212,Direct,Low
43,7,1,1551,,474,460,1452,Indirect,High
43,8,2,143,,390,311,233,Indirect,Low
43,9,3,974,,235,424,783,Direct,High
43,10,4,985,,486,420,354,Direct,Low
43,11,1,555,215,436,426,468,Indirect,High
43,12,2,1024,,887,536,669,Indirect,Low
43,13,3,678,137,451,634,1448,Direct,High
43,14,4,870,,462,756,360,Direct,Low
43,15,1,1114,,620,387,522,Indirect,High
43,16,2,1266,,464,623,1825,Indirect,Low
43,17,3,1449,,1096,393,479,Direct,High
43,18,4,661,201,763,656,531,Direct,Low
43,19,1,1453,,415,441,511,Indirect,High
43,20,2,225,,658,553,788,Indirect,Low
43,21,3,816,,504,513,475,Direct,High
43,22,4,557,,263,431,281,Direct,Low
43,23,1,279,206,377,627,526,Indirect,High
43,24,2,472,,317,449,323,Indirect,Low
43,25,3,1739,931,1521,1291,1102,Direct,High
43,26,4,375,,739,722,655,Direct,Low
43,27,1,2111,,398,1002,1431,Indirect,High
43,28,2,949,,323,557,1919,Indirect,Low
44,1,2,1473,192,862,1348,978,Indirect,Low
44,2,3,1399,381,1987,756,1079,Direct,High
44,3,4,1134,242,686,2420,1369,Direct,Low
44,4,1,1468,185,624,1613,1311,Indirect,High
44,5,2,2273,308,183,973,1308,Indirect,Low
44,6,3,747,249,1190,669,765,Direct,High
44,7,4,1085,120,348,2015,1546,Direct,Low
44,8,1,727,125,819,486,675,Indirect,High
44,9,2,3492,181,575,658,1545,Indirect,Low
44,10,3,1583,255,1370,923,1497,Direct,High
44,11,4,1415,136,802,877,760,Direct,Low
44,12,1,979,,622,1094,1297,Indirect,High
44,13,2,1793,209,655,1286,1301,Indirect,Low
44,14,3,1049,,280,1159,888,Direct,High
44,15,4,2995,494,1074,1360,1026,Direct,Low
44,16,1,2731,118,530,2498,2008,Indirect,High
44,17,2,2675,159,296,878,547,Indirect,Low
44,18,3,1581,,585,408,1044,Direct,High
44,19,4,1774,,895,643,1241,Direct,Low
44,20,1,1096,153,732,1433,869,Indirect,High
44,21,2,2363,302,734,920,551,Indirect,Low
44,22,3,856,303,550,934,1346,Direct,High
44,23,4,1686,299,757,697,857,Direct,Low
44,24,1,1077,370,743,901,402,Indirect,High
44,25,2,801,,941,1269,1443,Indirect,Low
44,26,3,2098,229,1146,1243,1845,Direct,High
44,27,4,186,269,469,718,1433,Direct,Low
44,28,1,1251,160,545,1055,2094,Indirect,High
45,1,1,1902,279,1207,1063,1289,Indirect,High
45,2,2,1217,260,1432,1087,1254,Indirect,Low
45,3,3,1383,283,887,1209,1277,Direct,High
45,4,4,2188,403,993,1606,767,Direct,Low
45,5,1,1077,485,2236,1379,990,Indirect,High
45,6,2,1725,245,1227,1819,710,Indirect,Low
45,7,3,2090,617,649,1246,1765,Direct,High
45,8,4,948,182,745,1190,1419,Direct,Low
45,9,1,1903,246,698,1061,2879,Indirect,High
45,10,2,2038,355,705,999,931,Indirect,Low
45,11,3,1121,477,837,904,976,Direct,High
45,12,4,1392,203,669,1109,666,Direct,Low
45,13,1,3147,446,661,2207,2508,Indirect,High
45,14,2,2364,258,931,1818,2022,Indirect,Low
45,15,3,1296,203,765,1191,975,Direct,High
45,16,4,1735,519,246,1101,1796,Direct,Low
45,17,1,1393,322,666,1094,925,Indirect,High
45,18,2,1996,485,1150,1421,706,Indirect,Low
45,19,3,1749,222,1164,693,1049,Direct,High
45,20,4,2305,620,1417,1697,1252,Direct,Low
45,21,1,1011,209,930,1504,841,Indirect,High
45,22,2,1262,198,699,999,790,Indirect,Low
45,23,3,3139,415,1896,1035,1103,Direct,High
45,24,4,656,219,619,396,162,Direct,Low
45,25,1,1309,225,1299,2283,2395,Indirect,High
45,26,2,1267,295,1100,978,1853,Indirect,Low
45,27,3,2278,695,774,959,1589,Direct,High
45,28,4,1247,298,513,2583,2374,Direct,Low
46,1,4,2155,639,1125,1356,1187,Direct,Low
46,2,1,1406,510,1498,1110,2120,Indirect,High
46,3,2,1439,356,1428,1648,1042,Indirect,Low
46,4,3,3210,846,2409,1638,855,Direct,High
46,5,4,908,186,1257,877,1074,Direct,Low
46,6,1,1630,633,1612,1311,647,Indirect,High
46,7,2,2651,391,553,924,1786,Indirect,Low
46,8,3,1314,310,565,716,421,Direct,High
46,9,4,2834,,122,1785,1634,Direct,Low
46,10,1,1674,,174,954,1085,Indirect,High
46,11,2,1802,978,1174,1036,1483,Indirect,Low
46,12,3,254,413,1488,1659,939,Direct,High
46,13,4,2811,283,3250,1446,2043,Direct,Low
46,14,1,2493,,147,2400,1470,Indirect,High
46,15,2,115,,146,1595,644,Indirect,Low
46,16,3,2990,426,728,1696,2156,Direct,High
46,17,4,853,478,196,2230,707,Direct,Low
46,18,1,124,436,1090,975,918,Indirect,High
46,19,2,2501,526,1700,1821,726,Indirect,Low
46,20,3,1524,324,2259,1699,1209,Direct,High
46,21,4,1311,554,842,602,744,Direct,Low
46,22,1,1138,,1116,1053,361,Indirect,High
46,23,2,2293,541,778,1453,206,Indirect,Low
46,24,3,1353,359,772,1630,301,Direct,High
46,25,4,2363,513,1145,395,2390,Direct,Low
46,26,1,1609,,131,1391,1494,Indirect,High
46,27,2,3233,544,2190,1182,1553,Indirect,Low
46,28,3,1894,297,723,1169,2679,Direct,High
47,1,3,1119,336,1407,234,143,Direct,High
47,2,4,1737,,1231,910,1031,Direct,Low
47,3,1,169,337,959,1180,1283,Indirect,High
47,4,2,2730,580,959,943,809,Indirect,Low
47,5,3,307,,103,1282,592,Direct,High
47,6,4,1564,,103,916,697,Direct,Low
47,7,1,1343,,150,1838,1371,Indirect,High
47,8,2,1380,,118,661,723,Indirect,Low
47,9,3,2499,274,791,940,1702,Direct,High
47,10,4,2013,346,1204,752,528,Direct,Low
47,11,1,1325,380,1338,792,680,Indirect,High
47,12,2,1240,285,272,862,1356,Indirect,Low
47,13,3,1121,301,1571,1212,1194,Direct,High
47,14,4,2253,351,1072,1877,864,Direct,Low
47,15,1,1954,191,1076,1170,791,Indirect,High
47,16,2,1349,341,530,1097,1248,Indirect,Low
47,17,3,1465,,109,1245,613,Direct,High
47,18,4,1242,259,1497,641,769,Direct,Low
47,19,1,1621,,144,885,1153,Indirect,High
47,20,2,1514,,150,1479,1347,Indirect,Low
47,21,3,1082,508,859,1141,830,Direct,High
47,22,4,860,244,304,1480,934,Direct,Low
47,23,1,1390,178,765,752,1261,Indirect,High
47,24,2,674,,121,1095,752,Indirect,Low
47,25,3,978,,272,1136,1287,Direct,High
47,26,4,1724,377,1226,889,1031,Direct,Low
47,27,1,1564,,102,714,1453,Indirect,High
47,28,2,1355,338,692,1218,1084,Indirect,Low
48,1,2,2511,392,1465,2777,2057,Indirect,Low
48,2,3,1945,293,2159,1078,1545,Direct,High
48,3,4,2316,490,1321,1697,1710,Direct,Low
48,4,1,4036,,146,2827,1330,Indirect,High
48,5,2,2341,263,2769,1579,267,Indirect,Low
48,6,3,1989,260,1975,1622,457,Direct,High
48,7,4,2760,,246,1554,2137,Direct,Low
48,8,1,1144,,147,973,747,Indirect,High
48,9,2,4811,,228,1582,2320,Indirect,Low
48,10,3,2620,680,2100,800,1033,Direct,High
48,11,4,1631,419,1157,1702,1358,Direct,Low
48,12,1,1491,,154,1469,1903,Indirect,High
48,13,2,4399,,255,2020,1710,Indirect,Low
48,14,3,2896,,163,2205,1223,Direct,High
48,15,4,2731,,148,1739,1537,Direct,Low
48,16,1,4480,,144,2228,3126,Indirect,High
48,17,2,204,,185,2280,977,Indirect,Low
48,18,3,2210,319,1297,1578,1591,Direct,High
48,19,4,2699,384,2499,2531,999,Direct,Low
48,20,1,1923,254,1868,2716,2455,Indirect,High
48,21,2,2623,,171,1855,1058,Indirect,Low
48,22,3,1705,,188,1840,1280,Direct,High
48,23,4,3041,,141,1793,1127,Direct,Low
48,24,1,1917,,134,2160,421,Indirect,High
48,25,2,2489,,156,1227,1922,Indirect,Low
48,26,3,1726,313,2219,3169,1815,Direct,High
48,27,4,2979,,212,2103,1982,Direct,Low
48,28,1,2749,,140,2648,3838,Indirect,High
49,1,1,1258,200,917,125,889,Indirect,High
49,2,2,1082,749,2248,1746,1033,Indirect,Low
49,3,3,1708,200,1122,1277,1057,Direct,High
49,4,4,305,194,1925,1349,925,Direct,Low
49,5,1,1655,,130,,343,Indirect,High
49,6,2,1364,173,2272,2562,580,Indirect,Low
49,7,3,2105,326,467,1060,1610,Direct,High
49,8,4,1408,188,583,667,849,Direct,Low
49,9,1,1934,246,594,1299,2380,Indirect,High
49,10,2,3127,208,916,1408,779,Indirect,Low
49,11,3,2143,501,1045,754,1074,Direct,High
49,12,4,1296,230,828,849,1647,Direct,Low
49,13,1,1110,202,969,1819,2576,Indirect,High
49,14,2,2489,346,1555,1997,998,Indirect,Low
49,15,3,915,217,313,969,600,Direct,High
49,16,4,1764,384,752,1437,2771,Direct,Low
49,17,1,1270,180,676,986,852,Indirect,High
49,18,2,1142,158,325,975,1174,Indirect,Low
49,19,3,2663,206,981,972,1103,Direct,High
49,20,4,1085,178,2032,1326,1356,Direct,Low
49,21,1,1081,189,790,714,245,Indirect,High
49,22,2,2013,188,721,1304,981,Indirect,Low
49,23,3,2865,183,3047,1140,892,Direct,High
49,24,4,1033,221,637,1843,763,Direct,Low
49,25,1,2077,210,2152,1543,1906,Indirect,High
49,26,2,1722,362,1080,919,1955,Indirect,Low
49,27,3,495,333,946,598,1000,Direct,High
49,28,4,988,282,703,1199,2190,Direct,Low
50,1,4,2383,469,1631,2199,1434,Direct,Low
50,2,1,1446,397,183,1611,1665,Indirect,High
50,3,2,132,264,1285,1437,1007,Indirect,Low
50,4,3,2232,336,2914,1580,952,Direct,High
50,5,4,1599,292,1543,997,845,Direct,Low
50,6,1,2373,320,1363,1386,562,Indirect,High
50,7,2,3525,320,658,907,1671,Indirect,Low
50,8,3,2064,358,776,861,714,Direct,High
50,9,4,2509,327,1142,1240,1401,Direct,Low
50,10,1,2154,562,1250,1010,1266,Indirect,High
50,11,2,1691,721,2325,1540,991,Indirect,Low
50,12,3,2150,387,1085,1009,1404,Direct,High
50,13,4,2530,348,1532,1652,1331,Direct,Low
50,14,1,2009,572,1391,142,928,Indirect,High
50,15,2,2445,712,1609,1484,742,Indirect,Low
50,16,3,2595,333,1128,1917,2255,Direct,High
50,17,4,2772,339,1174,1905,765,Direct,Low
50,18,1,2122,627,1300,1715,905,Indirect,High
50,19,2,1871,,273,1119,918,Indirect,Low
50,20,3,1980,325,1468,1358,1780,Direct,High
50,21,4,1565,343,1075,1402,850,Direct,Low
50,22,1,2742,522,703,1352,453,Indirect,High
50,23,2,2565,417,2548,1352,741,Indirect,Low
50,24,3,1425,,199,1412,731,Direct,High
50,25,4,1489,422,1061,1153,1604,Direct,Low
50,26,1,2263,313,2312,2235,2136,Indirect,High
50,27,2,2207,282,1102,1194,1111,Indirect,Low
50,28,3,2049,374,1112,1747,2231,Direct,High
51,1,3,1996,,181,2867,1452,Direct,High
51,2,4,1494,259,1171,1086,1942,Direct,Low
51,3,1,2460,205,1393,2279,1228,Indirect,High
51,4,2,3490,,134,2603,259,Indirect,Low
51,5,3,540,547,2567,1281,1257,Direct,High
51,6,4,3326,,125,1516,714,Direct,Low
51,7,1,2778,379,593,1428,1697,Indirect,High
51,8,2,222,,154,1058,717,Indirect,Low
51,9,3,3218,,159,1309,2000,Direct,High
51,10,4,4080,353,1497,976,1078,Direct,Low
51,11,1,2357,934,2360,2643,1453,Indirect,High
51,12,2,1933,,220,1139,1288,Indirect,Low
51,13,3,1674,492,2426,3200,1194,Direct,High
51,14,4,2794,732,1123,352,1270,Direct,Low
51,15,1,2520,508,2488,1809,1476,Indirect,High
51,16,2,3001,,194,2407,2638,Indirect,Low
51,17,3,2695,393,2755,1739,1094,Direct,High
51,18,4,279,776,1864,2052,985,Direct,Low
51,19,1,2761,507,2440,1174,1143,Indirect,High
51,20,2,2110,895,1281,2662,1894,Indirect,Low
51,21,3,2405,526,1822,2863,913,Direct,High
51,22,4,1505,,180,1507,1363,Direct,Low
51,23,1,3026,458,859,1551,1383,Indirect,High
51,24,2,1054,347,965,1717,726,Indirect,Low
51,25,3,1295,276,200,1805,2138,Direct,High
51,26,4,2067,368,2233,2026,2076,Direct,Low
51,27,1,2704,484,1652,1772,2409,Indirect,High
51,28,2,2689,371,959,3302,2708,Indirect,Low
52,1,2,1675,,860,1344,1010,Indirect,Low
52,2,3,924,,182,372,160,Direct,High
52,3,4,1115,212,1117,1440,1403,Direct,Low
52,4,1,1826,173,905,1432,828,Indirect,High
52,5,2,1364,385,,124,1488,Indirect,Low
52,6,3,2375,172,924,915,1141,Direct,High
52,7,4,2309,,128,1331,1783,Direct,Low
52,8,1,1139,221,801,689,1225,Indirect,High
52,9,2,1858,,328,185,143,Indirect,Low
52,10,3,1749,244,933,720,1869,Direct,High
52,11,4,1566,974,1665,1366,1046,Direct,Low
52,12,1,1286,279,917,1091,1049,Indirect,High
52,13,2,2449,235,1074,213,143,Indirect,Low
52,14,3,1903,,186,1333,857,Direct,High
52,15,4,1421,303,990,1224,986,Direct,Low
52,16,1,2233,,139,143,2316,Indirect,High
52,17,2,1969,315,503,1806,941,Indirect,Low
52,18,3,1353,278,719,785,830,Direct,High
52,19,4,1969,144,1012,566,667,Direct,Low
52,20,1,1021,,1146,1375,1313,Indirect,High
52,21,2,1739,439,1394,1268,475,Indirect,Low
52,22,3,1140,212,945,1039,905,Direct,High
52,23,4,1382,126,928,1157,1025,Direct,Low
52,24,1,1027,241,786,712,749,Indirect,High
52,25,2,1079,209,1264,1065,1342,Indirect,Low
52,26,3,1695,280,2057,1540,2187,Direct,High
52,27,4,1682,289,644,1041,1187,Direct,Low
52,28,1,1353,459,746,1310,1861,Indirect,High
53,1,1,2803,,174,2950,3288,Indirect,High
53,2,2,1827,465,2990,1272,2485,Indirect,Low
53,3,3,2426,356,170,3568,1386,Direct,High
53,4,4,2497,325,212,420,2363,Direct,Low
53,5,1,2279,470,1855,1135,1345,Indirect,High
53,6,2,2299,490,1836,1679,1755,Indirect,Low
53,7,3,1628,,177,1904,2909,Direct,High
53,8,4,277,,135,574,132,Direct,Low
53,9,1,3023,,362,1645,2421,Indirect,High
53,10,2,4336,323,918,1157,1371,Indirect,Low
53,11,3,1519,705,1343,1820,1889,Direct,High
53,12,4,3039,,1569,1519,1667,Direct,Low
53,13,1,3027,,289,481,1496,Indirect,High
53,14,2,2543,,154,1870,1705,Indirect,Low
53,15,3,164,248,217,1730,1830,Direct,High
53,16,4,4201,644,1458,1854,2845,Direct,Low
53,17,1,1053,433,1881,1444,846,Indirect,High
53,18,2,2666,149,1295,2574,738,Indirect,Low
53,19,3,2206,,184,1200,1034,Direct,High
53,20,4,1420,,173,2603,1360,Direct,Low
53,21,1,2318,,180,2489,782,Indirect,High
53,22,2,2266,416,2399,2163,1053,Indirect,Low
53,23,3,3325,638,211,2288,2519,Direct,High
53,24,4,2149,,159,1523,415,Direct,Low
53,25,1,1940,,189,1403,2473,Indirect,High
53,26,2,3177,563,2730,2237,2752,Indirect,Low
53,27,3,3368,413,1701,2445,3047,Direct,High
53,28,4,1798,762,1871,2368,3587,Direct,Low
54,1,4,1961,,150,2103,1409,Direct,Low
54,2,1,2893,514,3201,1337,2263,Indirect,High
54,3,2,2297,600,2411,2553,1991,Indirect,Low
54,4,3,2393,513,1930,2109,1897,Direct,High
54,5,4,1454,616,1789,1186,1610,Direct,Low
54,6,1,2571,554,1951,1301,1065,Indirect,High
54,7,2,2266,,156,2072,2481,Indirect,Low
54,8,3,1536,410,1065,1200,974,Direct,High
54,9,4,3154,,118,1784,2290,Direct,Low
54,10,1,2325,317,975,1285,1460,Indirect,High
54,11,2,1653,925,1512,1607,143,Indirect,Low
54,12,3,3011,,119,2143,1724,Direct,High
54,13,4,2047,535,1735,3028,1780,Direct,Low
54,14,1,2910,,164,3063,3763,Indirect,High
54,15,2,126,576,2378,2128,1449,Indirect,Low
54,16,3,2963,,299,2576,2936,Direct,High
54,17,4,3209,602,1503,1797,1424,Direct,Low
54,18,1,1721,677,996,1341,1815,Indirect,High
54,19,2,3499,590,2740,1202,1861,Indirect,Low
54,20,3,1967,424,1598,2218,2062,Direct,High
54,21,4,2516,388,1583,4071,1445,Direct,Low
54,22,1,1560,,122,1573,1551,Indirect,High
54,23,2,3247,,303,1682,1819,Indirect,Low
54,24,3,2902,,132,1672,420,Direct,High
54,25,4,2612,,172,1868,1777,Direct,Low
54,26,1,2140,534,2326,2099,1668,Indirect,High
54,27,2,3756,706,1380,1533,1572,Indirect,Low
54,28,3,2053,482,988,2055,2323,Direct,High
55,1,3,2527,290,601,1632,1983,Direct,High
55,2,4,1508,462,1892,1265,2853,Direct,Low
55,3,1,2310,,205,1733,1843,Indirect,High
55,4,2,2306,237,1166,1723,1163,Indirect,Low
55,5,3,1814,223,1540,1099,1632,Direct,High
55,6,4,188,182,154,1369,686,Direct,Low
55,7,1,2705,480,288,1650,3373,Indirect,High
55,8,2,2067,276,1014,289,133,Indirect,Low
55,9,3,5049,407,1436,1105,2694,Direct,High
55,10,4,3653,267,1744,753,1240,Direct,Low
55,11,1,1882,1042,1912,1076,110,Indirect,High
55,12,2,948,295,1663,1261,979,Indirect,Low
55,13,3,2182,146,1882,1658,3546,Direct,High
55,14,4,3788,299,1486,2133,1927,Direct,Low
55,15,1,2688,201,1894,1716,1250,Indirect,High
55,16,2,3230,,295,3785,2402,Indirect,Low
55,17,3,3352,363,2713,2384,1169,Direct,High
55,18,4,1125,459,1479,1591,800,Direct,Low
55,19,1,85,548,2252,924,593,Indirect,High
55,20,2,2433,269,1343,1565,2360,Indirect,Low
55,21,3,188,250,1278,1902,153,Direct,High
55,22,4,1737,,193,1054,1495,Direct,Low
55,23,1,2434,431,1788,2528,2015,Indirect,High
55,24,2,1025,,2306,2146,573,Indirect,Low
55,25,3,205,628,1120,1147,2637,Direct,High
55,26,4,2426,243,2840,1397,2680,Direct,Low
55,27,1,2800,410,1296,1099,2239,Indirect,High
55,28,2,1792,335,1029,1702,2511,Indirect,Low
56,1,2,1593,361,1711,3051,3085,Indirect,Low
56,2,3,1862,247,1013,956,1795,Direct,High
56,3,4,730,319,877,1338,1670,Direct,Low
56,4,1,2193,224,755,1311,1500,Indirect,High
56,5,2,1226,373,1687,1248,246,Indirect,Low
56,6,3,2200,1213,1811,1818,1631,Direct,High
56,7,4,2827,,150,3556,1497,Direct,Low
56,8,1,888,314,833,901,1091,Indirect,High
56,9,2,3349,373,1059,1475,3941,Indirect,Low
56,10,3,1590,331,1554,939,2145,Direct,High
56,11,4,880,653,913,903,1637,Direct,Low
56,12,1,1059,338,711,1055,571,Indirect,High
56,13,2,1365,672,1110,1907,1895,Indirect,Low
56,14,3,2818,915,5228,2786,1424,Direct,High
56,15,4,1270,363,1163,1236,1584,Direct,Low
56,16,1,2978,,143,2472,3401,Indirect,High
56,17,2,2600,462,1313,2674,2468,Indirect,Low
56,18,3,1565,807,796,1701,677,Direct,High
56,19,4,1768,369,1226,1478,1058,Direct,Low
56,20,1,1454,317,883,2255,1859,Indirect,High
56,21,2,1764,,179,837,914,Indirect,Low
56,22,3,1368,278,1049,1819,705,Direct,High
56,23,4,2061,397,1632,2051,1215,Direct,Low
56,24,1,1420,727,1524,1536,1687,Indirect,High
56,25,2,1565,305,1180,963,1878,Indirect,Low
56,26,3,1755,236,1058,1302,1403,Direct,High
56,27,4,2477,335,1324,1140,2039,Direct,Low
56,28,1,1693,308,806,1628,2732,Indirect,High
57,1,1,1838,509,1197,1594,1567,Indirect,High
57,2,2,1591,300,1561,296,1612,Indirect,Low
57,3,3,3379,384,2211,1406,872,Direct,High
57,4,4,2117,232,908,1679,1090,Direct,Low
57,5,1,2356,793,934,1688,989,Indirect,High
57,6,2,457,279,1031,1231,624,Indirect,Low
57,7,3,3753,503,871,1146,2192,Direct,High
57,8,4,1192,279,549,921,145,Direct,Low
57,9,1,2563,457,950,955,1762,Indirect,High
57,10,2,2518,279,1245,956,363,Indirect,Low
57,11,3,1494,1163,1334,1428,1223,Direct,High
57,12,4,2534,313,,581,1036,Direct,Low
57,13,1,1949,305,927,1306,2185,Indirect,High
57,14,2,2259,540,1852,1856,1092,Indirect,Low
57,15,3,2030,670,1428,828,1250,Direct,High
57,16,4,2088,265,674,1732,2710,Direct,Low
57,17,1,2579,280,443,1674,1281,Indirect,High
57,18,2,198,266,845,804,974,Indirect,Low
57,19,3,2283,316,1946,1125,820,Direct,High
57,20,4,1868,459,3066,1940,1280,Direct,Low
57,21,1,1583,875,768,1022,884,Indirect,High
57,22,2,1525,228,1161,1939,718,Indirect,Low
57,23,3,3703,316,1760,1426,757,Direct,High
57,24,4,1451,256,1071,990,457,Direct,Low
57,25,1,1573,361,1050,1751,1527,Indirect,High
57,26,2,2712,249,124,1630,1671,Indirect,Low
57,27,3,2630,227,1585,1184,1427,Direct,High
57,28,4,2196,342,416,1634,1791,Direct,Low
58,1,4,1749,377,1377,2092,1294,Direct,Low
58,2,1,1409,390,1836,1422,1346,Indirect,High
58,3,2,1841,303,1491,1508,1277,Indirect,Low
58,4,3,3105,272,257,1945,841,Direct,High
58,5,4,1383,,134,1095,2368,Direct,Low
58,6,1,2626,456,1043,1426,1100,Indirect,High
58,7,2,2211,705,805,1364,1429,Indirect,Low
58,8,3,1330,554,1231,1180,940,Direct,High
58,9,4,4043,244,1359,1093,1705,Direct,Low
58,10,1,1683,339,870,781,1308,Indirect,High
58,11,2,2169,1067,1870,1223,1490,Indirect,Low
58,12,3,1874,718,1439,1134,996,Direct,High
58,13,4,1909,331,4337,2691,1382,Direct,Low
58,14,1,2434,256,1675,1851,1124,Indirect,High
58,15,2,2158,350,1293,1999,1239,Indirect,Low
58,16,3,2516,461,939,1686,1973,Direct,High
58,17,4,2095,486,1001,1553,696,Direct,Low
58,18,1,1603,735,873,933,1008,Indirect,High
58,19,2,3160,526,4026,1152,692,Indirect,Low
58,20,3,1774,282,1721,2030,1116,Direct,High
58,21,4,2607,,153,1394,708,Direct,Low
58,22,1,1184,499,647,1026,1383,Indirect,High
58,23,2,2610,536,2363,1994,1157,Indirect,Low
58,24,3,1277,692,1292,911,492,Direct,High
58,25,4,1776,248,1434,867,1433,Direct,Low
58,26,1,1992,651,2136,1570,1676,Indirect,High
58,27,2,3322,,145,980,2037,Indirect,Low
58,28,3,1397,395,487,2101,1772,Direct,High
59,1,3,2595,767,661,1586,1060,Direct,High
59,2,4,1752,475,2065,2024,1585,Direct,Low
59,3,1,1578,543,1803,1907,1437,Indirect,High
59,4,2,176,513,973,1802,1136,Indirect,Low
59,5,3,1718,391,1160,1222,1196,Direct,High
59,6,4,3078,381,1568,800,1032,Direct,Low
59,7,1,2963,,196,1751,2137,Indirect,High
59,8,2,1050,135,254,893,696,Indirect,Low
59,9,3,2844,,902,956,1208,Direct,High
59,10,4,,,,,207,Direct,Low
59,11,1,1918,869,1902,2269,1485,Indirect,High
59,12,2,2802,488,1247,2297,1047,Indirect,Low
59,13,3,1540,142,1411,1414,2447,Direct,High
