P.s,Item,Condition,Probmanip,Speaker,statement,response,final,Meaning,Imposition
58,17,4,2095,486,1001,1553,1064,Direct,Low
58,18,1,1603,735,1030,933,1162,Indirect,High
58,19,2,3160,526,4026,1152,1769,Indirect,Low
58,20,3,1774,282,1721,2030,1116,Direct,High
58,21,4,2607,,1602,1394,708,Direct,Low
58,22,1,1184,499,647,1026,1598,Indirect,High
58,23,2,2610,536,2363,1994,1892,Indirect,Low
58,24,3,1277,692,1292,911,1010,Direct,High
58,25,4,1776,248,1434,867,1433,Direct,Low
58,26,1,1992,651,2136,1570,1817,Indirect,High
58,27,2,3322,,1429,980,2196,Indirect,Low
58,28,3,1397,395,487,2101,1772,Direct,High
59,1,3,2595,767,661,1586,1060,Direct,High
59,2,4,1752,475,2065,2024,1796,Direct,Low
59,3,1,1578,543,1803,1907,1437,Indirect,High
59,4,2,2759,513,973,1802,1136,Indirect,Low
59,5,3,1718,391,1160,1222,1196,Direct,High
59,6,4,3078,381,1568,800,1516,Direct,Low
59,7,1,2963,,1533,1751,2137,Indirect,High
59,8,2,1050,135,2659,893,696,Indirect,Low
59,9,3,2844,,902,956,1208,Direct,High
59,10,4,,,,,18539,Direct,Low
59,11,1,1918,869,1902,2269,1485,Indirect,High
59,12,2,2802,488,1247,2297,3109,Indirect,Low
59,13,3,1540,142,1411,1414,2447,Direct,High
59,14,4,2914,623,934,1678,1739,Direct,Low
59,15,1,4804,723,2684,3705,2054,Indirect,High
59,16,2,3791,,3328,2359,6821,Indirect,Low
59,17,3,3300,,3745,1931,1888,Direct,High
59,18,4,2157,241,1361,859,1268,Direct,Low
59,19,1,3123,,2665,894,828,Indirect,High
59,20,2,4550,493,1245,2261,1424,Indirect,Low
59,21,3,3194,199,1654,1997,1368,Direct,High
59,22,4,1417,561,2934,3084,859,Direct,Low
59,23,1,5271,544,1074,1323,938,Indirect,High
59,24,2,945,225,1736,1734,564,Indirect,Low
59,25,3,980,366,1322,1169,1747,Direct,High
59,26,4,2863,258,1790,1011,2442,Direct,Low
59,27,1,2953,251,1395,1361,1156,Indirect,High
59,28,2,1843,378,815,1948,2084,Indirect,Low
60,1,2,3322,379,780,1910,2543,Indirect,Low
60,2,3,10296,178,2181,1087,3213,Direct,High
60,3,4,2441,470,2221,2100,1612,Direct,Low
60,4,1,2632,374,2141,2948,,Indirect,High
60,5,2,3235,240,2776,4854,3370,Indirect,Low
60,6,3,10143,1028,1426,1383,630,Direct,High
60,7,4,8185,298,2081,1486,1182,Direct,Low
60,8,1,1295,233,2162,2308,3620,Indirect,High
60,9,2,8594,500,1114,2132,1976,Indirect,Low
60,10,3,4465,,5509,985,1061,Direct,High
60,11,4,2766,1304,3293,1105,894,Direct,Low
60,12,1,1313,280,1016,1468,3676,Indirect,High
60,13,2,4858,491,1310,2755,1446,Indirect,Low
60,14,3,5241,385,1486,2000,2438,Direct,High
60,15,4,4022,285,1191,1254,1095,Direct,Low
60,16,1,5366,310,1599,1194,2248,Indirect,High
60,17,2,5840,941,2089,2524,1161,Indirect,Low
60,18,3,3481,265,823,1085,1250,Direct,High
60,19,4,9128,132,1781,1722,1144,Direct,Low
60,20,1,1185,228,2395,1234,1551,Indirect,High
60,21,2,1498,,2100,1380,1388,Indirect,Low
60,22,3,1272,275,1633,1469,955,Direct,High
60,23,4,2532,287,1638,1208,1798,Direct,Low
60,24,1,954,365,1232,1474,802,Indirect,High
60,25,2,3875,266,1340,991,1024,Indirect,Low
60,26,3,1435,245,1332,1932,2020,Direct,High
60,27,4,5218,192,732,1787,1621,Direct,Low
60,28,1,2277,462,9266,2510,7491,Indirect,High
